EC Number	Organism	pH Optimum
3.2.1.B8	Thermotoga maritima MSB8	6.5
3.2.1.10	Lactiplantibacillus plantarum subsp. plantarum	5.0
3.2.1.10	Zalophus californianus	5.0
3.2.1.10	Weizmannia coagulans	5.2
3.2.1.10	Bifidobacterium breve	5.5
3.2.1.10	Bacillus thermoamyloliquefaciens KP1071	5.9
3.2.1.10	Bacillus sp. F5	6.0
3.2.1.10	Homo sapiens	6.2
3.2.1.10	Bifidobacterium adolescentis	6.6
3.2.1.10	Bacillus cereus	6.7
3.2.1.10	Oryctolagus cuniculus	6.8
3.2.1.10	Parageobacillus thermoglucosidasius	6.8
3.2.1.10	Saccharomyces cerevisiae	6.8
3.2.1.10	Alkalihalophilus pseudofirmus	7.0
3.2.1.10	Bacillus subtilis	7.0
3.2.1.10	Bacillus sp. (in: Bacteria)	7.2
3.2.1.11	Ascospirella lutea	4.0
3.2.1.11	Pseudothermotoga lettingae	4.3
3.2.1.11	Lipomyces starkeyi	4.5
3.2.1.11	Purpureocillium lilacinum	4.5
3.2.1.11	Bacillus licheniformis	4.5
3.2.1.11	Talaromyces minioluteus	4.5
3.2.1.11	Talaromyces funiculosus	4.5
3.2.1.11	Pseudomonas sp.	4.5
3.2.1.11	Enterococcus faecalis	4.5
3.2.1.11	Talaromyces aculeatus	4.6
3.2.1.11	Penicillium chrysogenum	4.8
3.2.1.11	Streptococcus ratti	5.0
3.2.1.11	Penicillium cyclopium	5.0
3.2.1.11	Sporothrix schenckii	5.0
3.2.1.11	Streptococcus mutans	5.0
3.2.1.11	Pochonia chlamydosporia	5.0
3.2.1.11	Aspergillus carneus	5.0
3.2.1.11	Thermoanaerobacter sp.	5.0
3.2.1.11	Cytophaga sp.	5.0
3.2.1.11	Chaetomium erraticum	5.2
3.2.1.11	Thermoanaerobacter pseudethanolicus	5.2
3.2.1.11	Streptococcus sobrinus	5.2
3.2.1.11	Pseudarthrobacter oxydans	5.2
3.2.1.11	Cellvibrio fulva	5.3
3.2.1.11	Achaetomiella gracilis	5.4
3.2.1.11	Arthrobacter sp.	5.5
3.2.1.11	Fusarium verticillioides	5.5
3.2.1.11	Prevotella oralis	5.5
3.2.1.11	Chaetomium globosum	5.5
3.2.1.11	Streptococcus mutans Ingbritt	5.5
3.2.1.11	Paenibacillus sp.	5.5
3.2.1.11	Aspergillus subolivaceus	5.5
3.2.1.11	Aspergillus allahabadii	5.8
3.2.1.11	Talaromyces pinophilus	6.0
3.2.1.11	Flavobacterium johnsoniae	6.0
3.2.1.11	Niallia circulans	6.2
3.2.1.11	Actinomyces israelii	6.3
3.2.1.11	Fusarium sp.	6.5
3.2.1.11	Paenibacillus illinoisensis	6.5
3.2.1.11	Flavobacterium sp.	7.0
3.2.1.11	Flavobacterium sp. M-73	7.0
3.2.1.11	Catenovulum sp. DP03	8.0
3.2.1.11	Catenovulum sp.	8.0
3.2.1.11	Streptomyces sp.	9.0
3.2.1.11	Bacillus subtilis	9.2
3.2.1.14	Chondrus verrucosus	1.0
3.2.1.14	Bos taurus	1.5
3.2.1.14	Saccharomyces cerevisiae	1.5
3.2.1.14	Capra hircus	1.65
3.2.1.14	Benincasa hispida	2.0
3.2.1.14	Streptomyces coelicolor	2.0
3.2.1.14	Hexagrammos otakii	2.0
3.2.1.14	Mus musculus	2.2
3.2.1.14	Sulfurisphaera tokodaii	2.5
3.2.1.14	Pennahia argentata	2.5
3.2.1.14	Microbispora sp.	3.0
3.2.1.14	Ananas comosus	3.0
3.2.1.14	Phytolacca americana	3.0
3.2.1.14	Hevea brasiliensis	3.0
3.2.1.14	Bambusa oldhamii	3.0
3.2.1.14	Glycine max	3.3
3.2.1.14	Trichoderma viride	3.5
3.2.1.14	Paenibacillus barengoltzii	3.5
3.2.1.14	Melghiribacillus thermohalophilus	3.5
3.2.1.14	Dioscorea oppositifolia	3.5
3.2.1.14	Aeromonas sp.	3.5
3.2.1.14	Verticillium albo-atrum	3.7
3.2.1.14	Lactococcus lactis	3.8
3.2.1.14	Nepenthes alata	3.9
3.2.1.14	Serratia marcescens	3.9
3.2.1.14	Bacillus subtilis	4.0
3.2.1.14	Oryza sativa	4.0
3.2.1.14	Ficus pumila var. awkeotsang	4.0
3.2.1.14	Trichoderma atroviride	4.0
3.2.1.14	Laceyella putida	4.0
3.2.1.14	Paenibacillus thermoaerophilus	4.0
3.2.1.14	Trichoderma harzianum	4.0
3.2.1.14	Petroselinum crispum	4.0
3.2.1.14	Cicer arietinum	4.0
3.2.1.14	Vibrio alginolyticus	4.0
3.2.1.14	Coprinellus congregatus	4.0
3.2.1.14	Bombyx mori	4.0
3.2.1.14	Cycas revoluta	4.0
3.2.1.14	Homo sapiens	4.0
3.2.1.14	Citrus sinensis	4.0
3.2.1.14	Pisum sativum	4.2
3.2.1.14	Streptomyces sp.	4.2
3.2.1.14	Burkholderia cepacia	4.5
3.2.1.14	Leucaena leucocephala	4.5
3.2.1.14	Leishmania major	4.5
3.2.1.14	Trametes cinnabarina	4.5
3.2.1.14	Rhizomucor miehei	4.5
3.2.1.14	Trichoderma virens	4.5
3.2.1.14	Thermococcus kodakarensis	4.5
3.2.1.14	Metarhizium anisopliae	4.5
3.2.1.14	Pyrococcus furiosus	4.8
3.2.1.14	Phlebotomus papatasi	4.8
3.2.1.14	Gallus gallus	5.0
3.2.1.14	Bacillus cereus	5.0
3.2.1.14	Saccharopolyspora erythraea	5.0
3.2.1.14	Penicillium sp.	5.0
3.2.1.14	Aspergillus fumigatus	5.0
3.2.1.14	Bacillus thuringiensis	5.0
3.2.1.14	Stomoxys calcitrans	5.0
3.2.1.14	Fusarium chlamydosporum	5.0
3.2.1.14	Paenibacillus sp.	5.0
3.2.1.14	Macaca fascicularis	5.0
3.2.1.14	Limonium bicolor	5.0
3.2.1.14	Astragalus membranaceus	5.0
3.2.1.14	Thermothelomyces thermophilus	5.0
3.2.1.14	Chitiniphilus shinanonensis	5.0
3.2.1.14	Scorpaena scrofa	5.0
3.2.1.14	Brevibacillus formosus	5.0
3.2.1.14	Euphorbia characias	5.0
3.2.1.14	Listeria innocua	5.0
3.2.1.14	Hydrogenophilus hirschii	5.0
3.2.1.14	Coprinopsis cinerea	5.0
3.2.1.14	Chaetomium globosum	5.0
3.2.1.14	Phaseolus vulgaris	5.0
3.2.1.14	Yarrowia lipolytica	5.0
3.2.1.14	Moritella marina	5.0
3.2.1.14	Arabidopsis thaliana	5.0
3.2.1.14	Zea mays	5.0
3.2.1.14	Bacillus sp. (in: Bacteria)	5.0
3.2.1.14	Gladiolus x gandavensis	5.0
3.2.1.14	Massilia timonae	5.0
3.2.1.14	Dioscorea polystachya	5.0
3.2.1.14	Aspergillus sp.	5.0
3.2.1.14	Setaria cervi	5.0
3.2.1.14	Gemmabryum coronatum	5.0
3.2.1.14	Carica papaya	5.0
3.2.1.14	Aeromonas hydrophila	5.0
3.2.1.14	Solanum lycopersicum	5.1
3.2.1.14	Jatropha curcas	5.2
3.2.1.14	Phaseolus lunatus	5.4
3.2.1.14	Ipomoea carnea	5.5
3.2.1.14	Thermochaetoides thermophila	5.5
3.2.1.14	Paenibacillus sp. FPU-7	5.5
3.2.1.14	Amanita muscaria	5.5
3.2.1.14	Laccaria laccata	5.5
3.2.1.14	Suillus bovinus	5.5
3.2.1.14	Suillus luteus	5.5
3.2.1.14	Leucoagaricus gongylophorus	5.5
3.2.1.14	Crocus sativus	5.5
3.2.1.14	Vibrio proteolyticus	5.5
3.2.1.14	Penaeus vannamei	5.5
3.2.1.14	Amycolatopsis orientalis	5.5
3.2.1.14	Stenotrophomonas maltophilia	5.6
3.2.1.14	Mucor mucedo	5.6
3.2.1.14	Triticum aestivum	6.0
3.2.1.14	Aeromonas caviae	6.0
3.2.1.14	Brassica oleracea	6.0
3.2.1.14	Cucurbita maxima	6.0
3.2.1.14	Piromyces communis	6.0
3.2.1.14	Coccidioides immitis	6.0
3.2.1.14	Clostridium paraputrificum	6.0
3.2.1.14	Bacillus licheniformis	6.0
3.2.1.14	Vitis vinifera	6.0
3.2.1.14	Autographa californica	6.0
3.2.1.14	Pochonia chlamydosporia	6.0
3.2.1.14	Thermobifida fusca	6.0
3.2.1.14	Ralstonia sp.	6.0
3.2.1.14	Streptomyces thermoviolaceus	6.0
3.2.1.14	Clostridium sp. E-16	6.0
3.2.1.14	Vibrio parahaemolyticus	6.0
3.2.1.14	Pseudomonas sp.	6.0
3.2.1.14	Streptomyces venezuelae	6.0
3.2.1.14	Vibrio sp.	6.0
3.2.1.14	Salmonella enterica typhimurium	6.1
3.2.1.14	Hordeum vulgare	6.2
3.2.1.14	Nicotiana tabacum	6.3
3.2.1.14	Tenebrio molitor	6.5
3.2.1.14	Amylomyces rouxii	6.5
3.2.1.14	Orpinomyces sp.	6.5
3.2.1.14	Streptomyces cyaneus	6.5
3.2.1.14	Anaeromyces mucronatus	6.5
3.2.1.14	Neurospora crassa	6.7
3.2.1.14	Penaeus japonicus	6.7
3.2.1.14	Manduca sexta	6.8
3.2.1.14	Plasmodium vivax	7.0
3.2.1.14	Niallia circulans	7.0
3.2.1.14	Monascus purpureus	7.0
3.2.1.14	Penicillium ochrochloron	7.0
3.2.1.14	Thermococcus chitonophagus	7.0
3.2.1.14	Annona cherimola	7.0
3.2.1.14	Secale cereale	7.0
3.2.1.14	Avena sativa	7.0
3.2.1.14	Gastrophysa atrocyanea	7.0
3.2.1.14	Autographa californica multiple nucleopolyhedrovirus	7.0
3.2.1.14	Bromus inermis	7.0
3.2.1.14	Xylella fastidiosa	7.0
3.2.1.14	Oreochromis niloticus	7.0
3.2.1.14	Halobacterium salinarum	7.3
3.2.1.14	Francisella tularensis	7.4
3.2.1.14	Francisella tularensis subsp. novicida	7.4
3.2.1.14	Brugia malayi	7.4
3.2.1.14	Pseudoalteromonas tunicata	7.5
3.2.1.14	Citrobacter freundii	8.0
3.2.1.14	Alteromonas sp.	8.0
3.2.1.14	Streptomyces sp. DA11	8.0
3.2.1.14	Thermoascus aurantiacus	8.0
3.2.1.14	Thermoascus aurantiacus var. levisporus	8.0
3.2.1.14	Bacillus sp. SC081	8.0
3.2.1.14	Aspergillus nidulans	8.3
3.2.1.14	Isoptericola jiangsuensis	9.0
3.2.1.14	Malbranchea chrysosporioidea	9.0
3.2.1.15	Aspergillus luchuensis	2.0
3.2.1.15	Aspergillus aculeatus	3.0
3.2.1.15	Musa acuminata	3.5
3.2.1.15	Burkholderia cepacia	3.5
3.2.1.15	Bispora sp. MEY-1	3.5
3.2.1.15	Evansstolkia leycettana	3.5
3.2.1.15	Penicillium sp.	3.5
3.2.1.15	Chondrostereum purpureum	3.5
3.2.1.15	Aspergillus giganteus	3.5
3.2.1.15	Aspergillus sojae	3.5
3.2.1.15	Mucor flavus	3.5
3.2.1.15	Naganishia albida	3.8
3.2.1.15	Saccharomyces cerevisiae	4.0
3.2.1.15	Fusarium oxysporum	4.0
3.2.1.15	Fusarium verticillioides	4.0
3.2.1.15	Uapaca kirkiana	4.0
3.2.1.15	Muntingia calabura	4.0
3.2.1.15	Burkholderia glumae	4.0
3.2.1.15	Aspergillus japonicus	4.0
3.2.1.15	Prunus persica	4.0
3.2.1.15	Botrytis cinerea	4.0
3.2.1.15	Rhizopus arrhizus	4.0
3.2.1.15	Saccharomyces fragilis	4.0
3.2.1.15	Malus domestica	4.0
3.2.1.15	Galactomyces reessii	4.0
3.2.1.15	Penicillium sp. CGMCC 1669	4.0
3.2.1.15	Penicillium glabrum	4.0
3.2.1.15	Wickerhamomyces anomalus	4.2
3.2.1.15	Acrocylindrium sp.	4.2
3.2.1.15	Aspergillus niger	4.2
3.2.1.15	Trichoderma reesei	4.2
3.2.1.15	Musca sp.	4.3
3.2.1.15	Tetracoccosporium sp.	4.3
3.2.1.15	Solanum lycopersicum	4.4
3.2.1.15	Kluyveromyces marxianus	4.5
3.2.1.15	Sclerotinia sclerotiorum	4.5
3.2.1.15	Rhizomucor pusillus	4.5
3.2.1.15	Aureobasidium pullulans	4.5
3.2.1.15	Amylomyces rouxii	4.5
3.2.1.15	Lasiodiplodia theobromae	4.5
3.2.1.15	Athelia rolfsii	4.5
3.2.1.15	Pyrus communis	4.5
3.2.1.15	Thermoascus aurantiacus	4.5
3.2.1.15	Rhizopus stolonifer	4.6
3.2.1.15	Penicillium capsulatum	4.7
3.2.1.15	Botryosphaeria berengeriana	4.9
3.2.1.15	Trichoderma harzianum	5.0
3.2.1.15	Penicillium oxalicum	5.0
3.2.1.15	Rhizoctonia solani	5.0
3.2.1.15	Dipodascus klebahnii	5.0
3.2.1.15	Aspergillus foetidus	5.0
3.2.1.15	Aspergillus tubingensis	5.0
3.2.1.15	Borassus flabellifer	5.0
3.2.1.15	Penicillium expansum	5.0
3.2.1.15	Trichoderma koningii	5.0
3.2.1.15	Aspergillus awamori	5.0
3.2.1.15	Pectobacterium carotovorum	5.5
3.2.1.15	Thermoanaerobacterium thermosulfurigenes	5.5
3.2.1.15	Penicillium sp. 'occitanis'	5.5
3.2.1.15	Saccharomyces paradoxus	5.5
3.2.1.15	Ralstonia solanacearum	5.5
3.2.1.15	Achaetomium sp. Xz8	5.5
3.2.1.15	Neurospora crassa	6.0
3.2.1.15	Achaetomium sp. Xz-8	6.0
3.2.1.15	Weizmannia coagulans	7.0
3.2.1.15	Thermothelomyces heterothallicus	7.0
3.2.1.15	Bacillus subtilis	9.0
3.2.1.15	Bacillus paralicheniformis	9.1
3.2.1.15	Aspergillus fumigatus	10.0
3.2.1.15	Bacillus sp. (in: Bacteria)	10.0
3.2.1.B16	Carapichea ipecacuanha	5.0
3.2.1.17	Clostridium acetobutylicum	3.5
3.2.1.17	Saccharopolyspora erythraea	4.0
3.2.1.17	Lactococcus lactis	4.0
3.2.1.17	Rhea americana	4.0
3.2.1.17	Musca domestica	4.0
3.2.1.17	Haliotis discus discus	4.0
3.2.1.17	Bos taurus	4.4
3.2.1.17	Gallus gallus	4.5
3.2.1.17	Brassica sp.	4.5
3.2.1.17	Ruminantia	5.0
3.2.1.17	Alopochen aegyptiaca	5.0
3.2.1.17	Aix sponsa	5.0
3.2.1.17	Casuarius casuarius	5.0
3.2.1.17	Meretrix lusoria	5.0
3.2.1.17	Ovis aries	5.0
3.2.1.17	Cervidae	5.0
3.2.1.17	Homo sapiens	5.0
3.2.1.17	Omphalius pfeifferi	5.2
3.2.1.17	Saxidomus purpurata	5.2
3.2.1.17	Monodonta labio	5.2
3.2.1.17	Hirudo medicinalis	5.2
3.2.1.17	Hirudo verbana	5.2
3.2.1.17	Hirudo orientalis	5.2
3.2.1.17	Salmo salar	5.2
3.2.1.17	Oncorhynchus mykiss	5.5
3.2.1.17	Cristaria plicata	5.5
3.2.1.17	Anser sp.	5.5
3.2.1.17	Ruditapes philippinarum	5.5
3.2.1.17	Tequatrovirus T4	5.5
3.2.1.17	Crassostrea virginica	5.5
3.2.1.17	Bacteriophage sp.	6.0
3.2.1.17	Triticum aestivum	6.0
3.2.1.17	Streptococcus pneumoniae	6.0
3.2.1.17	Ornithodoros moubata	6.0
3.2.1.17	Pseudomonas phage phiKMV	6.0
3.2.1.17	Bufo gargarizans andrewsi	6.0
3.2.1.17	Penaeus monodon	6.0
3.2.1.17	Scophthalmus maximus	6.0
3.2.1.17	Ictalurus punctatus	6.0
3.2.1.17	Struthio camelus	6.0
3.2.1.17	Chelonia mydas	6.0
3.2.1.17	Amyda cartilaginea	6.0
3.2.1.17	Pelodiscus sinensis	6.0
3.2.1.17	Staphylococcus aureus	6.0
3.2.1.17	Schistocerca gregaria	6.2
3.2.1.17	Pseudomonas aeruginosa	6.4
3.2.1.17	Liolophura japonica	6.4
3.2.1.17	Oryctolagus cuniculus	6.5
3.2.1.17	Bacillus sp. (in: Bacteria)	6.5
3.2.1.17	Ceratitis capitata	6.5
3.2.1.17	Lactobacillus phage phigaY	6.5
3.2.1.17	Apostichopus japonicus	6.5
3.2.1.17	Xanthomonas phage Xo411	6.6
3.2.1.17	Lederbergvirus P22	7.0
3.2.1.17	Bacillus licheniformis	7.0
3.2.1.17	Ginglymostoma cirratum	7.4
3.2.1.17	Nilssonia gangetica	7.5
3.2.1.17	Brassica oleracea	8.0
3.2.1.18	Patiria pectinifera	3.0
3.2.1.18	Bos taurus	3.1
3.2.1.18	Aspergillus fumigatus	3.5
3.2.1.18	Mus musculus	3.8
3.2.1.18	Homo sapiens	3.9
3.2.1.18	Glutamicibacter nicotianae	4.0
3.2.1.18	Clostridium perfringens	4.0
3.2.1.18	Crassostrea virginica	4.1
3.2.1.18	Sus scrofa	4.2
3.2.1.18	Asterias rubens	4.2
3.2.1.18	Oryctolagus cuniculus	4.3
3.2.1.18	Rattus norvegicus	4.4
3.2.1.18	influenza A virus	4.4
3.2.1.18	Bifidobacterium bifidum	4.5
3.2.1.18	Clostridium chauvoei	4.5
3.2.1.18	unidentified influenza virus	4.5
3.2.1.18	Human respirovirus 1	4.5
3.2.1.18	Oryzias latipes	4.6
3.2.1.18	Oreochromis niloticus	4.6
3.2.1.18	Murine respirovirus	4.6
3.2.1.18	Actinomyces viscosus	5.0
3.2.1.18	Treponema denticola	5.0
3.2.1.18	Rhinella arenarum	5.0
3.2.1.18	Bifidobacterium longum subsp. infantis	5.0
3.2.1.18	Trichomonas vaginalis	5.0
3.2.1.18	Arthrobacter sp.	5.0
3.2.1.18	Paenarthrobacter ureafaciens	5.0
3.2.1.18	Vibrio cholerae serotype O1	5.0
3.2.1.18	Corynebacterium diphtheriae	5.0
3.2.1.18	Corynebacterium ulcerans	5.0
3.2.1.18	Paeniclostridium sordellii	5.0
3.2.1.18	Streptococcus sp.	5.0
3.2.1.18	Pasteurella multocida	5.0
3.2.1.18	Micromonospora viridifaciens	5.0
3.2.1.18	Erysipelothrix rhusiopathiae	5.0
3.2.1.18	Entamoeba histolytica	5.5
3.2.1.18	Clostridium tertium	5.5
3.2.1.18	Cricetulus griseus	5.5
3.2.1.18	Macrobdella sp.	5.5
3.2.1.18	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5.5
3.2.1.18	Triatoma infestans	5.5
3.2.1.18	Bacteroides fragilis	6.0
3.2.1.18	Streptococcus oralis	6.0
3.2.1.18	Akkermansia muciniphila	6.0
3.2.1.18	Trypanosoma vivax	6.5
3.2.1.18	Trypanosoma evansi	6.5
3.2.1.18	Tritrichomonas mobilensis	6.5
3.2.1.18	Streptococcus pneumoniae	6.7
3.2.1.18	Trypanosoma brucei	6.9
3.2.1.18	Trypanosoma cruzi	7.0
3.2.1.18	Bacteroides thetaiotaomicron	7.0
3.2.1.18	Avian orthoavulavirus 1	7.4
3.2.1.18	influenza B virus	7.4
3.2.1.20	Ferroplasma acidiphilum	2.0
3.2.1.20	Talaromyces purpureogenus	3.0
3.2.1.20	Oryza sativa	3.0
3.2.1.20	Amylomyces rouxii	3.5
3.2.1.20	Penicillium oxalicum	3.5
3.2.1.20	Apis cerana indica	3.5
3.2.1.20	Paecilomyces variotii	3.5
3.2.1.20	Hordeum vulgare	3.5
3.2.1.20	Zea mays	3.6
3.2.1.20	Zea indurata	3.6
3.2.1.20	Homo sapiens	3.8
3.2.1.20	Aureobasidium pullulans	4.0
3.2.1.20	Sulfurisphaera tokodaii	4.0
3.2.1.20	Aspergillus niger	4.0
3.2.1.20	Mus musculus	4.0
3.2.1.20	Tetrahymena pyriformis	4.0
3.2.1.20	Caenorhabditis elegans	4.0
3.2.1.20	Mucor racemosus	4.0
3.2.1.20	Saccharomyces cerevisiae	4.2
3.2.1.20	Sus scrofa	4.5
3.2.1.20	Lipomyces starkeyi	4.5
3.2.1.20	Saccharolobus solfataricus	4.5
3.2.1.20	Thermoascus aurantiacus	4.5
3.2.1.20	Aspergillus fumigatus	4.5
3.2.1.20	Schizosaccharomyces pombe	4.5
3.2.1.20	Oncorhynchus mykiss	4.5
3.2.1.20	Pisum sativum	4.5
3.2.1.20	Trichomonas vaginalis	4.5
3.2.1.20	Panicum miliaceum	4.5
3.2.1.20	Rattus norvegicus	4.5
3.2.1.20	Mucor javanicus	4.6
3.2.1.20	Saccharomyces logos	4.6
3.2.1.20	Malbranchea cinnamomea	4.8
3.2.1.20	Beta vulgaris	5.0
3.2.1.20	Bos taurus	5.0
3.2.1.20	Pyrococcus furiosus	5.0
3.2.1.20	Vigna radiata	5.0
3.2.1.20	Lentinula edodes	5.0
3.2.1.20	Lactobacillus acidophilus	5.0
3.2.1.20	Fagopyrum esculentum	5.0
3.2.1.20	Aspergillus awamori	5.0
3.2.1.20	Allium fistulosum	5.0
3.2.1.20	Purpureocillium lilacinum	5.0
3.2.1.20	Dysdercus peruvianus	5.0
3.2.1.20	Dermatophagoides farinae	5.0
3.2.1.20	Apis cerana japonica	5.0
3.2.1.20	Picrophilus torridus	5.0
3.2.1.20	Tyroborus lini	5.0
3.2.1.20	Tyrophagus putrescentiae	5.0
3.2.1.20	Aleuroglyphus ovatus	5.0
3.2.1.20	Acarus siro	5.0
3.2.1.20	Chortoglyphus arcuatus	5.0
3.2.1.20	Carpoglyphus lactis	5.0
3.2.1.20	Caloglyphus redickorzevi	5.0
3.2.1.20	Lepidoglyphus destructor	5.0
3.2.1.20	Cyberlindnera fabianii	5.0
3.2.1.20	Sulfolobus acidocaldarius	5.0
3.2.1.20	Pyrobaculum arsenaticum	5.0
3.2.1.20	Apis florea	5.0
3.2.1.20	Drosophila melanogaster	5.0
3.2.1.20	Mortierella alliacea	5.0
3.2.1.20	Thermoanaerobacter thermohydrosulfuricus	5.0
3.2.1.20	Pyrococcus woesei	5.0
3.2.1.20	Parageobacillus thermoglucosidasius	5.0
3.2.1.20	Thermoplasma acidophilum	5.0
3.2.1.20	Vitis vinifera	5.1
3.2.1.20	Bacillus amyloliquefaciens	5.3
3.2.1.20	Bacillus sp. (in: Bacteria)	5.5
3.2.1.20	Apis mellifera	5.5
3.2.1.20	Phaffia rhodozyma	5.5
3.2.1.20	Caldanaerobacter subterraneus subsp. tengcongensis MB4	5.5
3.2.1.20	Entamoeba histolytica	5.5
3.2.1.20	Aspergillus nidulans	5.5
3.2.1.20	Caldanaerobacter subterraneus subsp. tengcongensis	5.5
3.2.1.20	Saccharomycopsis fibuligera	5.5
3.2.1.20	Anopheles aquasalis	5.5
3.2.1.20	[Bacillus] caldovelox	5.5
3.2.1.20	Bifidobacterium adolescentis	5.6
3.2.1.20	Aplysia fasciata	5.8
3.2.1.20	Oryctolagus cuniculus	6.0
3.2.1.20	Rana japonica	6.0
3.2.1.20	Rhizobium sp.	6.0
3.2.1.20	Bacillus licheniformis	6.0
3.2.1.20	Levilactobacillus brevis	6.0
3.2.1.20	Haloquadratum walsbyi	6.0
3.2.1.20	Aspergillus niveus	6.0
3.2.1.20	Quesada gigas	6.0
3.2.1.20	Equus caballus	6.0
3.2.1.20	Thermus thermophilus HB27	6.2
3.2.1.20	Thermus caldophilus	6.5
3.2.1.20	Geobacillus stearothermophilus	6.5
3.2.1.20	Escherichia coli	6.5
3.2.1.20	Geobacillus thermodenitrificans	6.5
3.2.1.20	Solanum tuberosum	6.5
3.2.1.20	Saccharomyces pastorianus	6.7
3.2.1.20	Bacillus thermoamyloliquefaciens	6.8
3.2.1.20	Bacillus cereus	6.8
3.2.1.20	Thermomonospora curvata	7.0
3.2.1.20	Thermochaetoides thermophila	7.0
3.2.1.20	Paenibacillus amylolyticus	7.0
3.2.1.20	Alkalihalophilus pseudofirmus	7.0
3.2.1.20	Bacillus thuringiensis serovar kurstaki	7.0
3.2.1.20	Candida albicans	7.0
3.2.1.20	Camelus dromedarius	7.0
3.2.1.20	Trichoderma viride	7.2
3.2.1.20	Thermococcus sp.	7.5
3.2.1.20	Thermotoga maritima	7.5
3.2.1.20	Erwinia rhapontici	7.5
3.2.1.20	Bifidobacterium longum subsp. Longum	7.5
3.2.1.20	Chilo suppressalis	8.0
3.2.1.21	Tolypocladium cylindrosporum	2.4
3.2.1.21	Aspergillus aculeatus	3.0
3.2.1.21	Thermotoga maritima	3.0
3.2.1.21	Cellulomonas gilvus	3.0
3.2.1.21	Aspergillus niger	3.5
3.2.1.21	Paecilomyces sp. (in: Eurotiomycetes)	3.5
3.2.1.21	Prunus dulcis	3.5
3.2.1.21	Kuraishia molischiana	3.5
3.2.1.21	Gelatoporia subvermispora	3.5
3.2.1.21	Thermofilum pendens	3.5
3.2.1.21	Aspergillus wentii	3.5
3.2.1.21	Saccharomyces cerevisiae	4.0
3.2.1.21	Oryza sativa	4.0
3.2.1.21	Lentinula edodes	4.0
3.2.1.21	Evernia prunastri	4.0
3.2.1.21	Thermoascus aurantiacus	4.0
3.2.1.21	Aspergillus pulverulentus	4.0
3.2.1.21	Saccharolobus solfataricus	4.0
3.2.1.21	Rasamsonia emersonii	4.0
3.2.1.21	Pyrococcus furiosus	4.0
3.2.1.21	Trichoderma reesei	4.0
3.2.1.21	Rhizopus microsporus var. oligosporus	4.0
3.2.1.21	Aspergillus fumigatus	4.0
3.2.1.21	Thermotoga petrophila	4.0
3.2.1.21	Aspergillus oryzae	4.0
3.2.1.21	Nakazawaea wickerhamii	4.0
3.2.1.21	Thielaviopsis paradoxa	4.0
3.2.1.21	Phytophthora infestans	4.0
3.2.1.21	Aureobasidium pullulans	4.0
3.2.1.21	Trichocladium griseum	4.0
3.2.1.21	Aspergillus saccharolyticus	4.2
3.2.1.21	Athelia rolfsii	4.2
3.2.1.21	[Candida] sake	4.25
3.2.1.21	Glycine max	4.5
3.2.1.21	Fusarium solani	4.5
3.2.1.21	Metschnikowia pulcherrima	4.5
3.2.1.21	Thermomyces lanuginosus	4.5
3.2.1.21	Phoma sp.	4.5
3.2.1.21	Lenzites trabea	4.5
3.2.1.21	Fomitopsis palustris	4.5
3.2.1.21	Saccharomycopsis fibuligera	4.5
3.2.1.21	Physarum polycephalum	4.5
3.2.1.21	Thermothelomyces thermophilus	4.5
3.2.1.21	Talaromyces funiculosus	4.5
3.2.1.21	Aspergillus japonicus	4.5
3.2.1.21	Citrus sinensis	4.5
3.2.1.21	Sclerocleista ornata	4.6
3.2.1.21	Aspergillus tubingensis	4.6
3.2.1.21	Putranjiva roxburghii	4.6
3.2.1.21	Trichoderma viride	4.7
3.2.1.21	Zea mays	4.8
3.2.1.21	Aspergillus terreus	4.8
3.2.1.21	Aspergillus foetidus	4.8
3.2.1.21	Cellulomonas biazotea	4.8
3.2.1.21	Penicillium brasilianum	4.8
3.2.1.21	Trichoderma sp. W63	4.8
3.2.1.21	Thermothelomyces heterothallicus	4.8
3.2.1.21	Homo sapiens	4.9
3.2.1.21	Bacillus subtilis	5.0
3.2.1.21	Hordeum vulgare	5.0
3.2.1.21	Apis mellifera	5.0
3.2.1.21	Humicola insolens	5.0
3.2.1.21	Sclerotinia sclerotiorum	5.0
3.2.1.21	Podophyllum peltatum	5.0
3.2.1.21	Fusarium oxysporum	5.0
3.2.1.21	Carica papaya	5.0
3.2.1.21	Scytalidium lignicola	5.0
3.2.1.21	Schwanniomyces vanrijiae	5.0
3.2.1.21	Alternaria alternata	5.0
3.2.1.21	Thermomyces dupontii	5.0
3.2.1.21	Hanseniaspora uvarum	5.0
3.2.1.21	Thermochaetoides thermophila	5.0
3.2.1.21	Trichoderma koningii	5.0
3.2.1.21	Lissachatina fulica	5.0
3.2.1.21	Termitomyces clypeatus	5.0
3.2.1.21	Beauveria bassiana	5.0
3.2.1.21	Nakazawaea peltata	5.0
3.2.1.21	Mucor circinelloides	5.0
3.2.1.21	Neocallimastix patriciarum	5.0
3.2.1.21	Fusarium proliferatum	5.0
3.2.1.21	Stachybotrys sp.	5.0
3.2.1.21	Daldinia eschscholtzii	5.0
3.2.1.21	Pectobacterium carotovorum	5.0
3.2.1.21	Talaromyces purpureogenus	5.0
3.2.1.21	Orobanche minor	5.0
